feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
0.9647993659843834,-0.06644897530945597,0.986768045388332,-0.35807944617931886,0.9972655676588726,1.1818900425588936,-1.6156788462543117,-1.210160502980885,-0.6280767659331332,1.2272738220812627,0
-0.9165105308540815,-0.5663945912147232,-1.0086140935295795,0.8316167861804036,-1.176962112769968,1.8205439079418155,1.7523748497319198,-0.9845340504819681,0.36389642368477815,0.2094700836477726,1
-0.10948372539825428,-0.43277388358838864,-0.45764930192226805,0.7938184671438157,-0.26864575330974255,-1.8363597837703973,1.2390859357282038,-0.24638340251454802,-1.0581452076855058,-0.29737607924310644,1
1.7504116318225496,2.0236062192296393,1.6881593485797473,0.006799844559997769,-1.6076610271180587,0.18474057889572446,-2.619426760706813,-0.3574454228104272,-1.473127192974554,-0.19003903500149447,0
-0.22472606022004624,-0.7113032269494793,-0.22077758223776117,0.11712421614985134,1.5360611817095284,0.5975377058947282,0.3486446225147115,-0.9391555697706817,0.17591477314231518,0.23622364626423303,1
1.357913406328263,-1.2457173764463845,1.2610458681028522,0.054934110999848726,0.975816719344709,0.9184544439424138,-1.8837138792983734,-1.2585049106753345,-1.3015118033501185,-0.7095798547491726,0
0.9130853046015368,0.8868873900973003,0.789184564797738,-0.42076179368105326,-1.252393444413119,0.3636318826249679,-1.0871640648459655,0.19894814679649453,-1.0671639899446084,-2.6042138566271342,0
0.7543754518516463,-0.4684961133603157,0.14582362459398474,-0.758765257935375,-1.911316891662504,0.09297924652940966,0.6477832978775611,-0.6536791406374189,-2.5355410410918964,1.3508523306990055,1
-0.9286104971575855,-0.2570524088130647,-0.8010634496478455,0.2775525134935317,-0.6281493997556425,1.2863821369955335,1.1009468548085939,-0.9969316264021268,1.090339402642999,-0.9331060771871093,1
0.6103543794338429,-1.8179792253871547,0.4980013639512177,0.7597122954841684,-1.9511018640386248,0.1435879365051602,-0.6365245370389123,0.41960997202411815,-0.8098362555279283,-0.09445871444200275,0
0.1616132534450439,-0.1683004231716427,0.630933496949285,0.5991033318635947,-0.3807634038618044,-1.269465266012813,-1.6927846176611947,0.8091127907313788,1.4161803943277034,-1.2077593925433523,0
1.0113361893575814,0.6594512411136115,1.2322340399921714,-0.803948414727481,0.7564883543160984,-1.9140600705874673,-2.297937026775677,-0.24775241823970925,-0.01187157387991411,0.30734561670797006,1
0.6593966314097138,0.2167755637626291,0.5439552025439933,-1.097302527632844,1.4769344261182744,-1.167779551267935,-0.7058088839100307,-0.8372624310497003,-0.8555017740080604,-0.5888668267386961,0
0.30695145809727054,0.3859700925688759,0.25597359761340827,-1.176644943900053,-1.151997547579143,0.10908297034983186,-0.33698764825019656,-1.770481137776078,-0.38921959089271496,0.9280906109910811,1
-1.159334266210187,0.34292637732134257,-0.9883083286392575,1.2434691283459636,0.5587238369444854,-0.15647737612315848,1.3384858529080081,-0.6518885825313808,1.3997628088214704,-0.779375325260117,1
-0.019571670208120402,0.33085130461557777,-0.10328515446220686,1.451001438131336,-0.049029340838036735,-0.16036008104483077,0.2870890347034585,-1.0773760769847582,-0.25932050229787607,0.8794170411374032,1
